score,review,y
5,,1
5,김희X 직원분이 상당히 고기를 잘 구우십니다 ~ !,1
5,맛있습니다,1
5,흠 존맛인정 ,1
2,장점 - 1. 맛있음 2.콜키지 프리 3.위치  단점 - 1. ⭐️불친절⭐️ 말하고 있는데 무시하고 가는 직원은 처음 봄ㅋㅋ근데 더 짜증나는건 들어올 때 부터 기분 나빴는데 그 직원이 처음부터 끝까지 고기 구워줌 검정색 마스크 코 반까지만 쓰고 나이가 좀 있으시던 분^^ 옆테이블은 나이대가 높아서 그런지 열심히 설명해주더니ㅋㅋ 우리는 걍 고기만 구워 줌  ...,0
4,맛있음,1
2,"방문은 19시 50분쯤 했는데, 20시에 주문 마감하신다 함. 어느정도 먹고나서 추가로 이것저것 주문하고 싶어 아쉬웠지만, 사회적 거리두기 때문에 21시까지만 영업이 가능하고 나 또한 충분히 늦게 방문했음을 인지했으므로 이에 대해서는 불만이 없다.  좋은 점 - 고기 상태는 정말 좋고, 직원분들이 어느정도 구워주셔서 비교적 편하게 먹을 수 있다. 밑반찬 류...",0
5,,1
5,,1
4,분위기도 좋고 직원분도 친절하셔서 좋았어요!  설명 하나하나 친절하게 해주시고. 무엇보다 콜키지 프리라 좋아요,1
1,핵노맛 식당 분위기가 1점,0
5,깔끔친절죤맛,1
5,"주말엔 점심특선 안 됨ㅠ 안 바쁠 때 가서 그런지 하나하나 잘 구워주시고 육즙 굿 미디움으로 먹어야 맛있다 함 사이드도 다 맛있다 하이볼, 고메볼(고량주 하이볼) 존맡탱 비싼 게 흠",1
5,맛있고 직원분들이 친절해서 좋아요. 가성비도 좋음. 생각보다 고기가 많이서 한꺼번에 안시키는걸 추천. 와인은 여기서 안마셔봐서 모르겠어요. 아마도..? 괜찮을듯,1
5,"새로 생겨서 정말 깨끗한 인테리어, 마감시간에 지켜봤는데 다 깨끗이 청소하길래 신뢰... 직접 구워주셔서 맛도 훌륭하고 소스나 찬도 좋았다. 와인콜키지도 병당1만원에 서비스가 좋다. 말 한마디를 해도 좋게 해주는 서비스에 기분이 좋은 곳. ",1
5,,1
5,good,1
4,음식은 비싼 감이 있지만 무난함 생맥 종류가 엄청 다양한 게 가장 큰 장점 분위기 좋고 직원분도 친절,1
5,깔끔하고 맛있습니다^^,1
4,"인테리어깔끔하고 피자,맥주 맛있어요~",1
3,,0
4,피자는 쏘쏘 파스타가 맛있네요,1
5,,1
5,맥주 맛있어요,1
5,,1
4,적당히 괜찮습니다 좀 시끄럽긴해요,1
4,음식들 단가가 조금 쎄긴쎄네요! 근데 푸실리파스타 매콤하고 진짜 맛있었어요 맥주도 종류 다양해서 고르는 재미가 있었고 피자는 솔직히 개인적으로 맛있다고는 못느꼈네요. 그냥 한번쯤 분위기 내러 가기 좋은 곳인듯!,1
4,주문과 결제가 모두 언택트로 가능해서 좋았다. 마르게리타가 은근히 커서 양이 많았으며 생각보다 더 기름지다. 맥주의 종류가 너무너무 많다보니 결정하는 데 고민 되는 것은 장점이자 단점,1
5,진짜 세상 맛있는 마르게리타에요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ ,1
4,,1
4,분위좋고무난,1
4,맘에듭니다 강남역이라서 비싼건 어쩔수없나봐요ㅠ,1
5,,1
5,"강남역에서 여러명 모일때 항상 가는곳 주문방식이 직접가서 하는것만 좀 불편하고 맛, 가격, 인테리어 모두 굿",1
2,맛은있는데 직원이 너무 싸갈바갈.. 다신안가고싶음 서비스교육다시받으세요,0
3,,0
2,파스타는 그냥 먹을만햇고 피자는 리얼 노맛. 페스토피자엿는데 대체 도우를 왜 그렇게 만들엇는지는 모르겟는데 맛도 식감도 별로엿음. 페스토도 치즈가 부족한지 맛있는 페스토도 아니엿음 그리고 한국피자도 아니고 왜 이탈리안 피자에 감자를 넣음... 분위기나 인테리어가 맥주마시면서 밥먹기 편한분위기였음. 다시 간다면 피자는 안먹을거임.,0
5,수제생맥36종ㄷㄷ,1
5,"자주 식사하러 방문하는 고퀄리티 참치집입니다,  오늘도 점심메뉴로 2인특정식 주문해서 푸짐하고 맛있게 먹었네요. 참치회 초밥 스키다시 튀김 알밥 어쩜 이렇게 맛있는지 ! 잘 먹었습니다~ 직원들도  너무 친절해요~&hearts;",1
5,처음 방문한 곳인데 환경도 깨끗하고 직원분들도 친절하시고 모밀정식을 주문했는데 모밀도 초밥도 새우튀김도 반찬도 색다르게 모두 맛이 있어서 기분좋게 먹고 갑니다,1
5,여기 직원분들 엄청 친절하시고… 저는 갠적으로 룸도 짱좋았어요 ㅋㅋ!  참치도… 진짜 저같은 경우는 ㅋㅋ 이런 참치는 첨이라… 입에서 녹는게 이런거라는거를 느끼고갑니다 ㅋㅋ 사케도 한주전자 가성비 좋고 ㅋㅋ 또올예정,1
5,참치초밥 입에서 살살 녹네요. 반찬도 맛있고 깔끔하고 직원분들도 친절하시네요 ,1
1,초심을 지켜주세요.,0
1,"일부러 프라이빗하게 할 이야기가 있어 점심부터 참치집 간 거였는데, 갑자기 룸 문을 열더니 낮잠용 이불을 꺼내가는 곳ㅋㅋㅋㅋㅋㅋ 낮잠이불 두는 룸 말고 다른 곳으로 안내하든가.....;;;; 노크나 양해 없이 당당하게 이불 들고가서 어버버했는데 다 자고 이불 넣으러 올 때도 그냥 와서 너무 화났네요 참치도 별로.... 5.5만원짜리 먹었는데 다른 곳 3.8...",0
5,친구들 모임장소로 자주간다. 룸도 있고 소규모로 먹기 딱 좋다.,1
5,점심에 혼밥하러 갔다가 속 개운하게 풀고 갑니다!!! 아주 깨끗하고 친절하시구 맛도 좋아요~~ 밑반찬까지 맛있어요 추천합니당,1
5,쌀국수 존맛탱ㅠㅠㅠㅠ 곱창 쌀국수는 맛있을 것 같아서 시켰는데 그저 그럼. 곱창이 고무줄 같음. 하나 먹고 먹기 싫어서 안 먹으려다가 버리면 음식물쓰레기니까 그냥 다 먹음. 그냥 기본 쌀국수가 맛있고 세트로 볶음밥인가? 같이 시켰는데 그것도 괜찮았음. 다음에 또 가고 싶을 정도로 맛있었음. 현지는 가본 적 없어서 원래 쌀국수 맛이 어떤지는 모르지만 내 입맛...,1
2,아.. 식당 처음 생겼을때 맛에 반해서 다시 왔는데 이렇게 변할줄이야.. 값은 오르고 양은 줄고 무엇보다 베트남 현지 맛에 가까웠던 그 맛이 한국화 되어 너무 아쉽습니다. 이 가격 이 쿼리티 이 맛이면 그냥 프렌차이즈 갈래요.,0
1,양은 너무 작고 비싸고 위생도 별로 젓가락 숟가락 접시에 모두다 양념흔작이나 얼룩있음. 아니 무슨 쌀국수 하나 나오는데 20분이 걸리는지 메뉴도 두번이나 잘 못 가져오고. 이돈으로 그냥 미분당가새요,0
5,,1
4,꼭 현지여행 식당 와있는 분위기라 좋네요,1
4,음식도 맛있고 분위기도 좋음. 맥주도 맛있음. 난 베트남 가본적 없지만 동행은 딱 베트남 현지 느낌 난다고 했음 별 하나 뺀 이유는 음식이 겁나 늦게 나옴.... 주문이 누락된건지 40분 넘어도 안 나와서 다시 얘기했더니 그제서야 가져다 줌  ,1
3,베트남 현지 식당 스타일이에요 곱창쌀국수 먹었는데 그냥 한 번 정도 먹어볼 맛입니다 333맥주도 있어요 완전 맛집까지는 아니지만 베트남 여행 느낌 내고싶을 때 가면 좋을 것 같아요,0
1,"현지느낌 내려고 의도하신거라면 성공이라 해야 하나요.., 마치 현지처럼(?) 지저분해요... ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋ 특히 고수통...?... 고수 썩어 있을 것 같은 너낌...",0
1,"현지느낌이 난다는데 그냥 더럽던데요 ㅠㅠ 곱창국수, 똠양쌀국수 다 가격대비 양도 너무 적구 맛도 완전 밍밍했어요. 베트남에서 사온 컵라면에서도 날 수 있는 똠양쌀국수 맛이었네요. 곱창국수는.... 네... 패스... 네맛도 내맛도 아닌... 걍 더럽고 외국인분들이 서빙하는 베트남음식점. ",0
5,여기가 현지인가? 현지가 여기인가? 진짜 현지넉김 낭낭함 양도 짱많음 ,1
4,,1
5,대 존 맛 ,1
3,맛은있지만 현지맛은 아니야!!!  위생.. 많이신경쓰지않는편인데 국물컵에 묻은 립스틱자국을봐버렸다.... 안보이는쪽으로 돌렸다... ,0
3,베트남 현지느낌 위생은 쏘쏘지만 맛있는편 해물튀김국수 맛있고 곱창국수는 그냥 별로.. 반쎄오는 맛있는데 좀 많이 느끼해요,0
4,현지 야시장 컨셉으로 한듯ㅎㅎ 전반적으로 맛은 깔끔하나 내입엔 싱겁다ㅠㅠ ,1
4,분위기 현지느낌이라 너무좋음 음식맛도 ㄱㅊ,1
2,위생이 레알 현지 수준임 그릇이랑 젓가락 다 엄청 더럽고 오래됨 시간없어서 들어가서 주문하고 자리잡았어서 그냥 먹었지만 자리먼저 잡았다면 나갔을 듯 맛은 있는데 나시고랭 세트 먹고 배탈남..ㅎ,0
4,가게가 현지분위기 국물이 좀 많이 짜긴한데 맛있다ㅠㅠ면 굵기도 선택 가능!분짜는 쏘쏘! ,1
4,ㅈㅁ,1
2,맛은 괜찮으나...정말 현지같음 위생도... 소스병 입구들은 다 말라붙은 소스 덕지덕지에 젓가락은 써야하나 한참 고민하게 되는 그런... 직원들도 현지분들 같은데 서비스...ㅎ.... 정말 현지느낌 제대로 느끼고 싶다면 추천,0
5,한국에서 먹은 쌀국수 중 제일 맛있어요 현지 맛 그자체... 쌀국수 스프가 아니라 고기국물 맛이 나요 분위기도 진짜 현지스럽고ㅜㅜㅜ 진짜 너무 좋아요 근데 쌀국수 소자는 작으니까 꼭 엠 드세요,1
3,분위기 맛집 맛은 쏘쏘,0
4,,1
3,입구도 예뻤고 음식도 맛있게 잘 먹고 나왔는데 위생을 조금 더 신경쓴다면 참 좋겠어요 :),0
5,인생 쌀국수 맛집,1
4,좋아용,1
5,회 나쁘지 않고 술도 싼편. 강남역 횟집중에서 가성비가 상당히 괜찮은 곳임.,1
5,강남인데도 그냥 동네 횟집보다 저렴하게 회 먹었어요! 셀프바에서 야채도 넉넉히 가져다먹을수도 있구요 새우튀김은 엄청크고 실한거 5개 나와요 가성비 짱 좋아여 상차림비 1인 천원씩 있어여~ 삼만이(광어우럭연어) : 3만원 새우감자튀김 : 만원 ,1
1,"크리스마스 이브에 시켰는데 자기마음대로 나무젓가락도 안주고, 연어는 무슨 물을 너무먹어서 물을먹은건지 회를 먹은 건지 모르겟어요  절대 비추입니다",0
4,,1
4,,1
3,강남역 한복판임을 감안하면 꽤 괜찮은 집. 적당히 숙성시킨 회맛도 나쁘지 않음.,0
4,강남역이라는 점 감안하면 가성비 괜찮아요~ 양이 적어서 골고루 시키면 좋네요,1
4,가성비,1
1,"해산물세트 a 시켰는데 1. 해삼없음 2. 들어오자마자 안내 제대로 안해서 몰랐음 3. 새우 상태 끈적+비린내 절어서 직원한테 말했더니 ""매일 이렇게 판매해왔고 아무문제없었다. 어쩌라고?"" 식. 알바생 티셔츠에 나도 귀한 자식 이라고 써있던데 손님 귀한 자식이 아닌가봄. 돈 바닥에 뿌리고 싶으시면 가세요. ",0
5,시원하게 한잔하기 딱 좋아요!! 쵝오!!!,1
3,"진짜 맛있고 친절했으나 초파리들이 호시탐탐 제 음식을 노려서 아쉬웠네요.. 게다가 먹는 동안 주방쪽에서 자꾸 전기파리채 휘두르시면서 탁 타탁 벌레잡는 소리를 계속 내주시는데..^^,, 이 음식은 깨끗하게 잘 만들어졌을까? 이제 10월이나 됐는데 벌레관리하는게 그렇게 어려울까? 여름엔 어땠을까? 하는 의문이 안들수가 없었어요",0
5,여기 이제 아르바이트생 바뀌어서 친절함  이제 자주 갈예정 ! 다만 매장 조명 너무 어두침침해서 멀리서보면 운영안하는것 같음요.. ,1
5,별점 머선일? 짱맛있는데.... 누구를 데려가도 욕 안먹고 다들 맛있다고 잘 먹는곳!! 소개하기 좋은 곳이다. 가격이 조금 비싸지만 맛있다 흐흐흐 쥬스만 좀.. 가격이 쥬스 한잔 만원은 좀... 호텔같아요....,1
3,,0
4,평일 저녁에 방문했는데 불친절한건 못 느꼈어요 가격은 비싸지만 맛은 있어요 다음엔 와플 먹으러 가볼 예정!,1
2,"Split decision plate 24,800원  한줄 평 : 단박에 미국병 치료되는 맛 가격 서비스.",0
4,On the expensive side but definitely scratches the itch for American diner food!  Be prepared to wait for a table if the second floor isn’t open. Serving sizes aren’t American big but quite hefty for ...,1
1,진짜 2층에 있는 남자분 너무 불친절하셔요! 먹는 내내 회사에 컨플레인 걸고싶었습니더ㅠㅠㅠㅠㅜㅜ,0
3,가성비 별로긴한데.. 항상 시험 끝나고 친구랑 갔던 추억이 좋아서 별 3개 드려유,0
3,맛없고 구성이랑 맛에 비해 가격이 너무 비싸영 우유랑 아메리카노랑 비싼데 되게 양 많고여 저는 안갈라고용 이게 정통 미국 브런치인가..? 직원분은 친절도 불친절도 아니었어영!,0
2,,0
3,흠.....,0
1,"진짜 불친절 최악이에요. 지금 거리두기 2단계여서 카페도 못 가는거 알지만 여긴 카페가 아니라 레스토랑인데 다들 밥 다 먹고는 카페처럼 죽치고 앉아 있길래.. 기다리는 30분 넘게 한 테이블도 안 일어남. 그래서 건의하러 갔더니.. 그건 손님한테 할 수 없는 민폐 행위라고, 자기네는 몇십년동안 그렇게 일어나달라고 양해를 구해본 적도 없다고 하면서... 와....",0
1,으휴 으휴으휴,0
1,불친절 별로임,0
5,비쥬얼 그대로임 맛없게 생겼어요? 뭐해요 출발안하고,1
3,바삭한 와플을 기대했는데 축축해서 생각보단 별로였어요. 하지만 라즈베리젤라또는 정말 맛있습니다,0
1,손님 들어왔는데 쳐다도 안보고 직원이 주문을 안 받아요; 다들 사회초년생들 같은데 업무를 맡길거면 기본 교육은 좀 시킵시다 ,0
4,왼쪽건 양개적은데 오른쪽건 또 양이 엄청 많아요 팬케익치고 빨리 나옴,1
1,직원 불친절의 끝판왕,0
3,맛은 있는데 날파리와 같이 먹는 펜케이크.. 바닥도 ㅁㅣ끄럽고 위생적인 면에선 부족하네요ㅠ,0
4,미국의 진한 맛을 느낄수 있는곳 가성비는 좋지 않지만 위치가 강남이라 어느정도 이해,1
3,"그냥 뭐,, 쏘쏘",0
2,겉보기엔 가게 외양이 그럴싸하지만 맛은...,0
2,비싸고 모든 메뉴가 짜다. 그냥 인스타용,0
4,이모님이 너무 친절하시고 가게가 깨끗한편 항정살 괜찮고 된장찌개 맛있음,1
4,,1
5,어쩌다 급하게 찾아서 간 곳이엇는데 고기 직접 맛잇게 구워주시구 고기 질도 좋고 기본으로 나오는 국물이 너무 술 재질이라 결국 낮술함 ㅎ.....존맛,1
5,,1
5,목살 퍽퍽하지 않고 맛있음:),1
5,"꽃삼겹, 통삼겹, 물냉, 된장찌개, 후식아이스크림",1
5,맛있게먹었다 융숭한대접에감사한다,1
5,맛은 항상 만족. 인테리어나 식탁 배치도 마음에 듦.,1
5,메뉴가 다 맛있네요. 후식 아이스크림도 좋습니다,1
5,고기도 맛나고 장소도 깨끗하게 잘되어 있습니다^^,1
4,이층집에서 질좋은고기와 맛있는음식을 먹으며 친구나 연인들의 즐거운시간과 좋은추억을 만들수있는 곳으로 최고의장소다,1
5,맛있네요. 고기도 다 구워주시고 만족했어요.,1
5,맛있다. 명이나물과 와사비도 줌. 꽃삼겹이 진짜로 꽃 모양으로 나온다.,1
4,"맛, 서비스, 분위기 아주 좋네요. 추천드립니다.",1
5,고기맛있당ㅎㅎ,1
5,고기도 구워주고 명이나물에 싸먹으면 진짜 존맛!!!,1
5,"삼겹살을 다 구워주시고, 특히 꽃삼겹살은 마치 소고기 차돌박이 같은 얇음. 꼭 드셔보세요",1
1,절대 안감. 고기상태도 별로고 비계덩어리줌 가 본 식당 중에 최악임. 직원 싸가지 없는건 덤 .,0
5,해물탕이 시원해서 술먹으러 갈때 딱 좋은것 같아요 고기고 맛있고 명이나물도 맛있어요!!,1
5,직원분들도 친절하시고 고기맛도 좋네요 ~ 다음에 또 방문할께욧,1
1,“남자” 사장이 엄청 불친절; 가지마세요,0
4,꽃삼겹 미쳤습니다... 목살도 묵직하고 좋아요 .. 가격이 있지만 충분히 그 값을 합니다. 디저트로 우유 아이스크림 있는데 이거 남녀노소 불문하고 즐길 수 있는 맛입니다 달달해요 ㅎ,1
4,무난무난  체인이라 거기서 거기,1
1,교대에 있는 이층집 자주가서 갔는데 반찬수도 뭔가 작고 엄청 불친절하네요.. 교대 생각하고 가지 마세요,0
5,장인어른과 장모님을 모시고 간곳중에 최고의 고깃집 왠만해선 장인 장모가 극찬을 하는곳이 없던때라 솔직히 기대반반이였으나 장인의 입맛에 딱이였는지 굉장히 많은양을 시켜본것같네요 대패 삼겹살같은 느낌으로 씹는 식감도 나름 훌륭했고 얇디 얇은 고기로도 충분한 육즙  분위기는 80년대 가정집과 같은 느낌도 들어 포근했고 다소 시끄러운것뺴면 고기도 먹는방법을 알려주...,1
5,굿,1
2,맛있을땐 맛있고 아닐땐 정말 별로고.... ㅜㅜ,0
1,살면서 두번다신 안갈 집입니다. 밥이 전기밥솥에서 한 밥맛 나고 반찬은 다 말라있네요. 고기는 그냥 냉동 데운 느낌입니다. 거짓말안하고 강남 김밥천국 가는게 낫습니다^^,0
3,다소평범합니다 가성비는그닥..,0
5,강남에서 이 가격에 이 정도 정갈함이면 별 다섯개 가능 (강남역 기준임) ,1
1,"한방보쌈 시킴. 맛없음  맛 1/5 친절 2.5/5 분위기 3/5  보쌈-  맛없음. 미리 조리해뒀다가 내줌. 보쌈이 당연히 식어있음. 그러니까 고기가 퍽퍽함. 맛없음.   이건 취향차이겠지만 한방보쌈인데 한방 향은 나지않았다는것이 아쉽다.   밑반찬- 멸치, 무생채, 시금치무침, 열무김치로 구성  멸치빼고 간이 없음. 시금치는 조미가 안되있어 진짜 맛이없...",0
1,최악. 반찬에서 잡내가 남 꽤 오래전에 갔을때 좋은 기억이 남아있던 곳이라 기대를 품고 방문했더니 실망감이 배로 듬. 주방 직원은 마스크도 제대로 착용 안함.,0
1,"1. 주문하고 20분 기다려서 메뉴 나옴 2. 밥이 누른 밥, 설익은 밥으로 나옴 3. 불고기에 뼈가 너무 많아서 못먹음 4. 보쌈도 반은 비계, 반은 오돌뼈라서 못먹음 5. 열무김치가 너무 쉬어서 무른상태라 씹자마자 뱉음 - 별 0개는 왜 없는지?",0
1,강남 밖온도 33도 안공간 충분한데 밖에서 기다리라함 웨이팅 쓴지 확인도 안함 ㅋㅋ,0
2,세명이서 갔고 대창덮밥이랑 훈제바베큐덮밥 주문했는데 바베큐 덮밥 두개는 바로 나오더라구요 근데 대창 덮밥이 너무 오래걸렸어요 일행 밥 다 먹을때쯤 나왔고 물어보니 원래 좀 걸린다고 그러시더라구요 그럼 미리 말해줬으면 다른 메뉴로 주문했을텐데... 옆테이블도 똑같은 메뉴로 주문했는데 옆 테이블은 음식 나오는 시간은 좀 걸렸지만 한번에 주시더라구요 ㅎㅎ 맛은 ...,0
4,맛있었어요 비빔국수와 꼬막비빔밥 !!,1
3,맛있는데요ㅠㅠ 주방장님 턱스크 쓰심 안돼요...!!⚠️⚠️⚠️,0
1,맛없음..,0
1,원래 별점 잘 안남기는데 남겨봅니다. 비싼밥부터 고시원 밥까지 다 먹어봤지만 이런 밥을 돈 주고 먹어보긴 또 처음이네요. 너무 뻑뻑해서 국물에다 적셔먹었는데도 안넘어가서 물을 3컵 비웠습니다. 음식의 제일 기본이라는 밥을 이렇게 하다니... 잘못한 밥을 전기밥솥 밑바닥에 하루동안 묵히면 이런 밥이 될까요. 암튼 신경 좀 써주시기 바랍니다.,0
3,평범,0
5,,1
4,깔끔하나 평범,1
1,"11,000원 내고 먹었는데 강남이 아니었다면 6천원에 팔아야 할 것 같은 퀄리티입니다. 일단 주문하고 나오는데 20분이 넘게 걸리고 미역국은 심하게 미지근해서 너무 무성의 한다고 느꼈습니다. 반찬도 하나 맛있는게 없고 제육쌈밥도 가격에비해 별로였어요. 나올 때 웨이팅하시는 분들한테 다른데서 드시라고 하고싶었네요.",0
1,가격대비 양도 적고 맛도 아주 평범 ,0
1,식사하고 너무 화나서 좀 찾아봤는데 이 계열사 회사?에 이것저것 브랜드 많은 것 같던데 차려만 놓으시고 신경을 안 쓰시나요? 몇년째 같은 메뉴 같은 서비스. 눈칫밥 먹으러 가는 것도 아니고 직원도 너무 불친절하고 맛도 점점 없어ㅈㅣ네요. 메뉴 개발 좀 하세요 좋은 아이디어라고 다른 가게 매장 늘릴 생각하지 마시고,0
1,왜 유명한지 모르겠네,0
3,분위기도 좋고 맛도 무난무난 근데 밥이 엄청 질어요,0
1,맛도양도 창렬 밥만 공기밥 가득 줌,0
5,음식이 아주 예쁘게 정돈돼서 나오구요 낙지삼겹살덮밥 엄청 맛있고 인테리어와 분의기도 좋습니다,1
5,정갈하게 나와서 맛있었어요~,1
1,후기 신고해서 삭제하네요  두꺼비 닮은 알바가 불친절해요 많이불친절해요,0
5,제가 가본 냉동삼겹살집중 원탑. 호일 안쓰는게 가장 큰 장점.  냉동의 그 고유한 맛 굿입니다 고사리가 특히 굿굿 사장님은 친절하세요  알바들은 어딜가나 어쩔수없다고 생각함. 제가 갔을 땐 다들 친절하셨음,1
4,고사리 부시고 싶을 때 갑니다. 돈가스도 좋아요. ,1
5,저 왔을때는 직원분들 너무 친절하셧구용 싼맛에 먹기좋은 고기같아요!! 돼지냄새 예민하신분들께는 잡내가 좀 날수도있는데 1인분 4900원인거치곤 너무 맛잇게 먹었습니당~ 주전자 우동도 짱. 걍 음식들 다 싸고 양이 엄청많아요!,1
1,,0
1,사장인지 알바인지 모르겠는데 키180정도되고 안경안끼고 조끼패딩 입는 남자 진짜 ㅈㄴ 싸가지 없음 밥맛도 떨어질 정도임;; 진짜 가지마세요 돼지고기 3인분이상 주문해야하고 굳이 강남 변두리까지와서 먹을이유는 없다고 생각함 오지마세요,0
2,"가격에 딱 알맞은 맛.  가성비로는 나쁘지 않았으나 직원이 매우 불친절해요.  값이 저렴하더라도 음식을 적게 시킨것도 아니고 고기 5인분에 밥, 찌개까지 주문했습니다.   가게에 들어가자마자 인사 없고, 테이블 안내 없고, 이용안내 없었습니다. 선주문, 밑반찬 및 수저는 셀프인거 미리 알고 가서 상관은 없었지만 이 정도 응대는 기본적인거라고 생각합니다. 주...",0
4,,1
1,"진심으로 기분나쁘게 먹은곳 사장이랑 직원은 턱스크 아니면 마스크 벗고 손님상대하며 음식만지고있지않나 육회시켰더니 정말 간은 안돼있도 육회깻잎노른자비빈맛이라 소스달라하니 소스는없다하고,,(그럼 기본간이라도 잘해주던가,, 아니면 손님 이렇게 드셔보세요 혹은 저희가 간을 세게 안하는 식당이라서요 , 라는 액션정도는 취하는게 맞다 생각함) 손님들어올때 눈인사는커녕...",0
4,맛은 있으나 직원들이 너무 별로,1
3,이 동네 사는 사람이자 생활외식인으로서 그냥 드는 생각은 말입니다. 이 가격대의 삼겹살을 먹을생각을 하면서 조용한 룸으로 예약을 하겠다는 생각 자체를 하는 분들이 신기하다입니다. ,0
1,첫 주문이 기본 3인분부터면 1인분에 5000원이 아니라 7500원이죠~왜 거짓말 하시나요...?,0
3,저녁시간에 웨이팅 오십분 걸린 거 같은데 그정도 까지 기다릴 필요가? 싼 만큼 셀프서비스가 많고 위생적이진 않네여ㅜ ㅜ 웨이팅 하는데 먼저 예약한 사람들인지 몇 팀은 그냥 먼저 들어가구.. 저렴하지만 고생하면서 고기 먹고싶진 않네요,0
1,모임이 있어서 조용한 룸으로 원해서 예약하고 방문함. 예약시간에 맞춰서 방문했으나 룸 자리가 없다고 함. 예약을 했는데 왜 방이 없냐고 하니까 예약을 했어도 예약한 자리나 룸을 이용할수없다고함. 그게 무슨말이냐고 되물으니 예약을 해도 손님이 많다보니 그런 시스템이라고함. 그럼 예약을 왜 하게 하냐  예약시스템에 의미가 없지 않냐 여쭤봄 돌아오는 답변은 어쩔...,0
1,"최악. 어떻게저런직원들이 장사를 할수있나싶네요 예약은아무런 의미도 없고, 불친절에, 손님들이랑 대화가 아예 안되는 직원들밖에 없네요 싼맛에 가성비찾아 가시는거라면 다른곳을 방문하심이.......",0
4,삼겹살 가격대비 불만없음 돈까스 맛있음 셀프 배식대에 음식이 엥꼬나서 군대때 줄서서 배식하던것처럼 기다려서 배식받음. 다른 지역에서 이랬으면 별 한개지만 이 비싼 강남땅에서 이렇게 장사하는건 그 자체로 존중받고 의미 있다 생각함 근데 돈까스는 가격 제외하고 그냥 맛으로만 따져도 고퀄리티,1
1,화장실냄새나는 식당은 처음이었고 어디에 앉아도 냄새가 심해서 놀람. 앞치마도 지저분하고 냄새남. 전반적으로 위생 별로,0
5,개맛집.. 요즘 유튜브니 인스타니 완전 너무 많이 나오다보니 줄 서고 정신없어서 짜증. 돈가스 미침,1
5,끝내줌 차돌박이 존맛 두배는 두꺼운듯,1
4,냉동삼겹살 저렴하고 맛있게 먹을만함,1
2,싼맛에 먹는곳..,0
5,진짜 먹고 쓰는 글입니다. 이 동네에서 가성비 최고고요. 사이드 메뉴도 다 맛있습니다. 둘이가면 삼겹 3인분에 돈까스 주문하세요. 20000원으로 배터짐.,1
1,1인분에 5천원이라 써 있지만 사실 2인이가도 3인분이상 시키셔야됩니다 라고 하기때문에 1인분에 5천원이라고 홍보하는건 거짓입니다 그냥 솔직한가격(1인분에 7500원)을 내세워도 충분히 싼데 이렇게 홍보하시는건 아닌것 같습니다,0
5,,1
2,가성비는 좋습니다만 냉삼의 질이 그다지 좋다고는 말 할 수 없습니다. 그야말로 싼 맛에 갈만 합니다.,0
3,잘먹고가요ㅡ,0
5,맛있어요 빙수 위 생밤이 포인트,1
5,우연히 들렸는데 너무맛있어서 리뷰남겨요  팥죽 찹살떡 팥빙수 다 최고에요  잘먹었습니당,1
5,정말 맛있어요~ 우선 주방이 깨끗하구요. 팥도 너무 달지않고 딱 적당해서 팥죽은 여기서만 먹습니다^^,1
5,あずきが美味しいし、店員さんも親切です。Simple is the best!,1
1,1주일에 2번이상 가던 곳인데 요즘 팥빙수가 왜 이렇게 싱거운지...냉장고 문 열고 닫을 때마다 손톱으로 칠판 긁는것 같은  소리가 너무 큰데 고쳐주세요. 팥빙수 먹는 동안 수십번 열고 닫네요.,0
3,맛있게 먹고 나서 뒷맛이 뭔가 까슬거림이 왜 남을까.... 안좋은 무슨 재료를 첨가하는가...? 좋아해서 자주 갔지만... 안가게 됨 ,0
3,,0
5,언제와도 볌함없는 밥먹고 꼭 들리는 후식장소입니다!><,1
4,좋아요,1
3,솔직히 팥빙수 맛은 생각보단 별로였어요ㅠㅠ 좋은점은 팥을 직접 삶는게 믿겨지는 가게 내부..? ,0
4,팥빙수 드세요,1
4,찹쌀떡.,1
4,,1
5,"팥빙수는 장꼬방이지!! 팥빙수, 팥죽 다 맛있어요~ 여름에 밭빙수는 꼭 여기와서 먹어요! 팥죽 좋아하시는 어머니는 첫방문 때 달지 않은 전통 팥죽, 먹고싶었던 팥죽 여기와서 드디어 먹는다며 좋아하셨어요!  지인들에게 소개도 많이 했는데 모두들 엄지척! 한번만 다녀간 지인은 아무도 없어요~^^",1
4,팥 퀄리티가 좋고 너무 달지 않아요 다만 위에 밤 고명은 개인적으로 불호입니다 가격 더 받으시더라도 밤대신 떡 넣어주시면 완벽할 것 같아요,1
3,팥 본연의 맛이 많이 살아있어서 좋네요. 위에 밤말고 떡 하나 올려주면 참 좋을 듯해요.,0
3,팥은 인정 거기다 위에 생밤까지 올려주다니 감동 근데 우유빙수가 아쉬움 우유에서 이상한 분유? 연유 맛이 나고 넘 달아요 이 맛있는 팥을!!!,0
3,가야는이유 : 믿음이 가는 팥과 재료들 안가는이유 : 떡 고명이면 좋을텐데,0
5,서울 최고의 팥빙수!,1
4,,1
